ExhibitionTitle,Date,ExhibitionURL,DisplayName,Nationality,ConstituentBeginDate,ConstituentEndDate,Gender,ConstituentURL
The Natural Paradise: Painting in America 18001950,1976,moma.org/calendar/exhibitions/2455,Gottardo Piazzoni,,,,,moma.org/artists/62806
The Natural Paradise: Painting in America 18001950,1976,moma.org/calendar/exhibitions/2455,Jackson Pollock,American,1912,1956,Male,moma.org/artists/4675
The Natural Paradise: Painting in America 18001950,1976,moma.org/calendar/exhibitions/2455,Frederic Remington,American,1861,1909,Male,moma.org/artists/65152
The Natural Paradise: Painting in America 18001950,1976,moma.org/calendar/exhibitions/2455,William Trost Richards,,1833,,,moma.org/artists/62807
The Natural Paradise: Painting in America 18001950,1976,moma.org/calendar/exhibitions/2455,Mark Rothko,American,1903,1970,Male,moma.org/artists/5047
The Natural Paradise: Painting in America 18001950,1976,moma.org/calendar/exhibitions/2455,Albert Pinkham Ryder,American,1847,1917,Male,moma.org/artists/63083
The Natural Paradise: Painting in America 18001950,1976,moma.org/calendar/exhibitions/2455,Robert Salmon,,1775,,,moma.org/artists/62808
The Natural Paradise: Painting in America 18001950,1976,moma.org/calendar/exhibitions/2455,John Singer Sargent,American,1856,1925,Male,moma.org/artists/64794
The Natural Paradise: Painting in America 18001950,1976,moma.org/calendar/exhibitions/2455,William Louis Sonntag,,1822,,,moma.org/artists/62809
The Natural Paradise: Painting in America 18001950,1976,moma.org/calendar/exhibitions/2455,Theodoros Stamos,American,1922,1997,Male,moma.org/artists/5597
The Natural Paradise: Painting in America 18001950,1976,moma.org/calendar/exhibitions/2455,Joseph Stella,American,1877,1946,Male,moma.org/artists/5641
The Natural Paradise: Painting in America 18001950,1976,moma.org/calendar/exhibitions/2455,Clyfford Still,American,1904,1980,Male,moma.org/artists/5665
The Natural Paradise: Painting in America 18001950,1976,moma.org/calendar/exhibitions/2455,Augustus Vincent Tack,American,1870,1949,Male,moma.org/artists/5774
The Natural Paradise: Painting in America 18001950,1976,moma.org/calendar/exhibitions/2455,Henry Ossawa Tanner,,1859,,,moma.org/artists/62810
The Natural Paradise: Painting in America 18001950,1976,moma.org/calendar/exhibitions/2455,Abbott Henderson Thayer,American,1849,1921,Male,moma.org/artists/61990
The Natural Paradise: Painting in America 18001950,1976,moma.org/calendar/exhibitions/2455,Mark Tobey,American,1890,1976,Male,moma.org/artists/5889
The Natural Paradise: Painting in America 18001950,1976,moma.org/calendar/exhibitions/2455,John Vanderlyn,American,1775,1852,Male,moma.org/artists/65158
The Natural Paradise: Painting in America 18001950,1976,moma.org/calendar/exhibitions/2455,James McNeill Whistler,American,1834,1903,Male,moma.org/artists/6336
The Natural Paradise: Painting in America 18001950,1976,moma.org/calendar/exhibitions/2455,Thomas Worthington Whittredge,,,,,moma.org/artists/65067
The Natural Paradise: Painting in America 18001950,1976,moma.org/calendar/exhibitions/2455,Andrew Wyeth,American,1917,2009,Male,moma.org/artists/6464
Projects: Video X,1976,moma.org/calendar/exhibitions/2454,Ron Hays,,,,,moma.org/artists/65069
Projects: Video X,1976,moma.org/calendar/exhibitions/2454,Alan Sondheim,,,,,moma.org/artists/65068
Projects: Video X,1976,moma.org/calendar/exhibitions/2454,Michael Tilson Thomas,,,,,moma.org/artists/65070
Photographs by Stephen Shore,1976,moma.org/calendar/exhibitions/2453,Stephen Shore,American,1947,,Male,moma.org/artists/5409
Satellite Exhibition at The Museum of Modern Art,1976,moma.org/calendar/exhibitions/2452,Walter Crane,,,,,
Satellite Exhibition at The Museum of Modern Art,1976,moma.org/calendar/exhibitions/2452,Carlo Zen,Italian,1851,1918,Male,moma.org/artists/6559
Projects: Charles Simonds and Mary Miss,1976,moma.org/calendar/exhibitions/2450,Mary Miss,American,1944,,Female,moma.org/artists/4023
Projects: Charles Simonds and Mary Miss,1976,moma.org/calendar/exhibitions/2450,Charles Simonds,American,1945,,Male,moma.org/artists/5441
"Alexander Calder, 18981976",1976,moma.org/calendar/exhibitions/2449,Alexander Calder,American,1898,1976,Male,moma.org/artists/922
Matisse/Gaudí: Ecclesiastical Designs,1976,moma.org/calendar/exhibitions/2448,Antoni Gaudí,Spanish,1852,1926,Male,moma.org/artists/2096
Matisse/Gaudí: Ecclesiastical Designs,1976,moma.org/calendar/exhibitions/2448,Henri Matisse,French,1869,1954,Male,moma.org/artists/3832
"Man Ray, 18901976",1976,moma.org/calendar/exhibitions/1970,Man Ray,American,1890,1976,Male,moma.org/artists/3716
Recent Acquisitions: Painting and Sculpture,1976,moma.org/calendar/exhibitions/1768,Pierre Alechinsky,Belgian,1927,,Male,moma.org/artists/107
Recent Acquisitions: Painting and Sculpture,1976,moma.org/calendar/exhibitions/1768,Georges Braque,French,1882,1963,Male,moma.org/artists/744
Recent Acquisitions: Painting and Sculpture,1976,moma.org/calendar/exhibitions/1768,Victor Brauner,Romanian,1903,1966,Male,moma.org/artists/751
Recent Acquisitions: Painting and Sculpture,1976,moma.org/calendar/exhibitions/1768,Jean Dubuffet,French,1901,1985,Male,moma.org/artists/1633
Recent Acquisitions: Painting and Sculpture,1976,moma.org/calendar/exhibitions/1768,Paul Klee,German,1879,1940,Male,moma.org/artists/3130
Recent Acquisitions: Painting and Sculpture,1976,moma.org/calendar/exhibitions/1768,Henri Matisse,French,1869,1954,Male,moma.org/artists/3832
Recent Acquisitions: Painting and Sculpture,1976,moma.org/calendar/exhibitions/1768,Pablo Picasso,Spanish,1881,1973,Male,moma.org/artists/4609
"Prints: Acquisitions, 19731976",1976,moma.org/calendar/exhibitions/1753,Vito Acconci,American,1940,,Male,moma.org/artists/53
"Prints: Acquisitions, 19731976",1976,moma.org/calendar/exhibitions/1753,Shusaku Arakawa,American,1936,2010,Male,moma.org/artists/207
"Prints: Acquisitions, 19731976",1976,moma.org/calendar/exhibitions/1753,Jean (Hans) Arp,French,1886,1966,Male,moma.org/artists/11
"Prints: Acquisitions, 19731976",1976,moma.org/calendar/exhibitions/1753,Milton Avery,American,1885,1965,Male,moma.org/artists/250
"Prints: Acquisitions, 19731976",1976,moma.org/calendar/exhibitions/1753,Ay-O,Japanese,1931,,Male,moma.org/artists/255
"Prints: Acquisitions, 19731976",1976,moma.org/calendar/exhibitions/1753,Georg Baselitz,German,1938,,Male,moma.org/artists/366
"Prints: Acquisitions, 19731976",1976,moma.org/calendar/exhibitions/1753,Romare Bearden,American,1911,1988,Male,moma.org/artists/412
"Prints: Acquisitions, 19731976",1976,moma.org/calendar/exhibitions/1753,André Beaudin,French,1895,1975,Male,moma.org/artists/420
"Prints: Acquisitions, 19731976",1976,moma.org/calendar/exhibitions/1753,Wallace Berman,American,1926,1976,Male,moma.org/artists/505
"Prints: Acquisitions, 19731976",1976,moma.org/calendar/exhibitions/1753,Camille Bryen,French,1907,1976,Female,moma.org/artists/837
"Prints: Acquisitions, 19731976",1976,moma.org/calendar/exhibitions/1753,Chris Burden,American,1946,,Male,moma.org/artists/871
"Prints: Acquisitions, 19731976",1976,moma.org/calendar/exhibitions/1753,Pol Bury,Belgian,1922,,Male,moma.org/artists/890
"Prints: Acquisitions, 19731976",1976,moma.org/calendar/exhibitions/1753,John Cage,American,1912,1992,Male,moma.org/artists/912
"Prints: Acquisitions, 19731976",1976,moma.org/calendar/exhibitions/1753,Alexander Calder,American,1898,1976,Male,moma.org/artists/922
"Prints: Acquisitions, 19731976",1976,moma.org/calendar/exhibitions/1753,Eduardo Chillida,Spanish,1924,2002,Male,moma.org/artists/1104
"Prints: Acquisitions, 19731976",1976,moma.org/calendar/exhibitions/1753,Chuck Close,,1940,,Male,moma.org/artists/1156
"Prints: Acquisitions, 19731976",1976,moma.org/calendar/exhibitions/1753,André Derain,French,1880,1954,Male,moma.org/artists/1500
"Prints: Acquisitions, 19731976",1976,moma.org/calendar/exhibitions/1753,Jim Dine,American,1935,,Male,moma.org/artists/1547
"Prints: Acquisitions, 19731976",1976,moma.org/calendar/exhibitions/1753,Otto Dix,German,1891,1969,Male,moma.org/artists/1559
"Prints: Acquisitions, 19731976",1976,moma.org/calendar/exhibitions/1753,Max Ernst,French,1891,1976,Male,moma.org/artists/1752
"Prints: Acquisitions, 19731976",1976,moma.org/calendar/exhibitions/1753,Richard Estes,American,1936,,Male,moma.org/artists/1764
"Prints: Acquisitions, 19731976",1976,moma.org/calendar/exhibitions/1753,Audrey Flack,American,1931,,Female,moma.org/artists/1905
"Prints: Acquisitions, 19731976",1976,moma.org/calendar/exhibitions/1753,Helen Frankenthaler,American,1928,2011,Female,moma.org/artists/1974
"Prints: Acquisitions, 19731976",1976,moma.org/calendar/exhibitions/1753,Antonio Frasconi,American,1919,2013,Male,moma.org/artists/1975
"Prints: Acquisitions, 19731976",1976,moma.org/calendar/exhibitions/1753,Alberto Giacometti,Swiss,1901,1966,Male,moma.org/artists/2141
"Prints: Acquisitions, 19731976",1976,moma.org/calendar/exhibitions/1753,Raoul Hausmann,Austrian,1886,1971,Male,moma.org/artists/2544
"Prints: Acquisitions, 19731976",1976,moma.org/calendar/exhibitions/1753,David Hockney,British,1937,,Male,moma.org/artists/2678
"Prints: Acquisitions, 19731976",1976,moma.org/calendar/exhibitions/1753,Robert Indiana,American,1928,,Male,moma.org/artists/2812
"Prints: Acquisitions, 19731976",1976,moma.org/calendar/exhibitions/1753,Jasper Johns,American,1930,,Male,moma.org/artists/2923
"Prints: Acquisitions, 19731976",1976,moma.org/calendar/exhibitions/1753,Susan Kaprov,American,1946,,Female,moma.org/artists/2996
"Prints: Acquisitions, 19731976",1976,moma.org/calendar/exhibitions/1753,Alex Katz,American,1927,,Male,moma.org/artists/3016
"Prints: Acquisitions, 19731976",1976,moma.org/calendar/exhibitions/1753,Ellsworth Kelly,,1923,,Male,moma.org/artists/3048
"Prints: Acquisitions, 19731976",1976,moma.org/calendar/exhibitions/1753,Tchah-Sup Kim,Korean,1942,,Male,moma.org/artists/3096
"Prints: Acquisitions, 19731976",1976,moma.org/calendar/exhibitions/1753,Oskar Kokoschka,Austrian,1886,1980,Male,moma.org/artists/3197
"Prints: Acquisitions, 19731976",1976,moma.org/calendar/exhibitions/1753,Vladimir Michailovich Konashevich,Russian,,,Male,moma.org/artists/3208
"Prints: Acquisitions, 19731976",1976,moma.org/calendar/exhibitions/1753,Lee Ufan,Korean,1936,,Male,moma.org/artists/6835
"Prints: Acquisitions, 19731976",1976,moma.org/calendar/exhibitions/1753,Sol LeWitt,American,1928,2007,Male,moma.org/artists/3528
"Prints: Acquisitions, 19731976",1976,moma.org/calendar/exhibitions/1753,Roy Lichtenstein,American,1923,1997,Male,moma.org/artists/3542
"Prints: Acquisitions, 19731976",1976,moma.org/calendar/exhibitions/1753,Bea Maddock,Australian,1934,,Female,moma.org/artists/3678
"Prints: Acquisitions, 19731976",1976,moma.org/calendar/exhibitions/1753,Alberto Magnelli,Italian,1888,1971,Male,moma.org/artists/3690
"Prints: Acquisitions, 19731976",1976,moma.org/calendar/exhibitions/1753,Sylvia Plimack Mangold,American,1938,,Female,moma.org/artists/3724
"Prints: Acquisitions, 19731976",1976,moma.org/calendar/exhibitions/1753,Louis Marcoussis,Polish,1883,1941,Male,moma.org/artists/3757
"Prints: Acquisitions, 19731976",1976,moma.org/calendar/exhibitions/1753,Brice Marden,American,1938,,Male,moma.org/artists/3758
"Prints: Acquisitions, 19731976",1976,moma.org/calendar/exhibitions/1753,Marisol (Marisol Escobar),Venezuelan,1930,,Female,moma.org/artists/3774
"Prints: Acquisitions, 19731976",1976,moma.org/calendar/exhibitions/1753,André Masson,French,1896,1987,Male,moma.org/artists/3821
"Prints: Acquisitions, 19731976",1976,moma.org/calendar/exhibitions/1753,Henri Matisse,French,1869,1954,Male,moma.org/artists/3832
"Prints: Acquisitions, 19731976",1976,moma.org/calendar/exhibitions/1753,Joan Miró,Spanish,1893,1983,Male,moma.org/artists/4016
"Prints: Acquisitions, 19731976",1976,moma.org/calendar/exhibitions/1753,Piet Mondrian,Dutch,1872,1944,Male,moma.org/artists/4057
"Prints: Acquisitions, 19731976",1976,moma.org/calendar/exhibitions/1753,Claire (Claire Mahl) Moore,American,1917,,Female,moma.org/artists/4068
"Prints: Acquisitions, 19731976",1976,moma.org/calendar/exhibitions/1753,Robert Morris,American,1931,,Male,moma.org/artists/4108
"Prints: Acquisitions, 19731976",1976,moma.org/calendar/exhibitions/1753,Robert Motherwell,American,1915,1991,Male,moma.org/artists/4126
"Prints: Acquisitions, 19731976",1976,moma.org/calendar/exhibitions/1753,Claes Oldenburg,,1929,,Male,moma.org/artists/4397
"Prints: Acquisitions, 19731976",1976,moma.org/calendar/exhibitions/1753,Blinky Palermo,German,1943,1977,Male,moma.org/artists/4474
"Prints: Acquisitions, 19731976",1976,moma.org/calendar/exhibitions/1753,Jules Pascin,American,1885,1930,Male,moma.org/artists/4514
"Prints: Acquisitions, 19731976",1976,moma.org/calendar/exhibitions/1753,Pablo Picasso,Spanish,1881,1973,Male,moma.org/artists/4609
"Prints: Acquisitions, 19731976",1976,moma.org/calendar/exhibitions/1753,Arnaldo Pomodoro,Italian,1926,,Male,moma.org/artists/4676
"Prints: Acquisitions, 19731976",1976,moma.org/calendar/exhibitions/1753,Robert Rauschenberg,American,1925,2008,Male,moma.org/artists/4823
"Prints: Acquisitions, 19731976",1976,moma.org/calendar/exhibitions/1753,Edda Renouf,American,1943,,Female,moma.org/artists/4870
"Prints: Acquisitions, 19731976",1976,moma.org/calendar/exhibitions/1753,Larry Rivers,American,1923,2002,Male,moma.org/artists/4945
"Prints: Acquisitions, 19731976",1976,moma.org/calendar/exhibitions/1753,James Rosenquist,American,1933,,Male,moma.org/artists/5021
"Prints: Acquisitions, 19731976",1976,moma.org/calendar/exhibitions/1753,Edward Ruscha,American,1937,,Male,moma.org/artists/5086
"Prints: Acquisitions, 19731976",1976,moma.org/calendar/exhibitions/1753,Fred Sandback,American,1943,2003,Male,moma.org/artists/5143
"Prints: Acquisitions, 19731976",1976,moma.org/calendar/exhibitions/1753,Ben Schonzeit,American,1942,,Male,moma.org/artists/5262
"Prints: Acquisitions, 19731976",1976,moma.org/calendar/exhibitions/1753,André Dunoyer de Segonzac,French,1884,1974,Male,moma.org/artists/5318
"Prints: Acquisitions, 19731976",1976,moma.org/calendar/exhibitions/1753,Ben Shahn,American,1898,1969,Male,moma.org/artists/5366
"Prints: Acquisitions, 19731976",1976,moma.org/calendar/exhibitions/1753,Keith Sonnier,American,1941,,Male,moma.org/artists/5526
"Prints: Acquisitions, 19731976",1976,moma.org/calendar/exhibitions/1753,Frans van der Steen,Dutch,,,Male,moma.org/artists/6073
"Prints: Acquisitions, 19731976",1976,moma.org/calendar/exhibitions/1753,Théophile-Alexandre Steinlen,French,1859,1923,Male,moma.org/artists/5634
"Prints: Acquisitions, 19731976",1976,moma.org/calendar/exhibitions/1753,Pat Steir,American,1940,,Female,moma.org/artists/5637
"Prints: Acquisitions, 19731976",1976,moma.org/calendar/exhibitions/1753,Léopold Survage,French,1879,1968,Male,moma.org/artists/5735
"Prints: Acquisitions, 19731976",1976,moma.org/calendar/exhibitions/1753,Yves Tanguy,American,1900,1955,Male,moma.org/artists/5804
"Prints: Acquisitions, 19731976",1976,moma.org/calendar/exhibitions/1753,William Tillyer,British,,,Male,moma.org/artists/5878
"Prints: Acquisitions, 19731976",1976,moma.org/calendar/exhibitions/1753,Richard Tuttle,American,1941,,Male,moma.org/artists/5983
"Prints: Acquisitions, 19731976",1976,moma.org/calendar/exhibitions/1753,Cy Twombly,American,1928,2011,Male,moma.org/artists/5988
"Prints: Acquisitions, 19731976",1976,moma.org/calendar/exhibitions/1753,Günther Uecker,German,1930,,Male,moma.org/artists/5999
"Prints: Acquisitions, 19731976",1976,moma.org/calendar/exhibitions/1753,Félix Vallotton,French,1865,1925,Male,moma.org/artists/6064
"Prints: Acquisitions, 19731976",1976,moma.org/calendar/exhibitions/1753,Ben Vautier,French,1935,,Male,moma.org/artists/6115
"Prints: Acquisitions, 19731976",1976,moma.org/calendar/exhibitions/1753,Carel Visser,Dutch,1928,,Male,moma.org/artists/6171
"Prints: Acquisitions, 19731976",1976,moma.org/calendar/exhibitions/1753,Andy Warhol,American,1928,1987,Male,moma.org/artists/6246
"Prints: Acquisitions, 19731976",1976,moma.org/calendar/exhibitions/1753,William T. Wiley,American,1937,,Male,moma.org/artists/6370
"Prints: Acquisitions, 19731976",1976,moma.org/calendar/exhibitions/1753,Fred Williams,Australian,1927,1982,Male,moma.org/artists/6378
Harry Callahan,1976,moma.org/calendar/exhibitions/2447,Harry Callahan,American,1912,1999,Male,moma.org/artists/924
Rooms,1976,moma.org/calendar/exhibitions/3580,Shusaku Arakawa,American,1936,2010,Male,moma.org/artists/207
Rooms,1976,moma.org/calendar/exhibitions/3580,Diane Arbus,American,1923,1971,Female,moma.org/artists/208
Rooms,1976,moma.org/calendar/exhibitions/3580,Richard Artschwager,American,1923,2013,Male,moma.org/artists/19
Rooms,1976,moma.org/calendar/exhibitions/3580,Lewis Baltz,American,1945,,Male,moma.org/artists/318
Rooms,1976,moma.org/calendar/exhibitions/3580,Lynne Cohen,,,,,
Rooms,1976,moma.org/calendar/exhibitions/3580,Jim Dine,American,1935,,Male,moma.org/artists/1547
Rooms,1976,moma.org/calendar/exhibitions/3580,John Divola,American,1949,,Male,moma.org/artists/1558
Rooms,1976,moma.org/calendar/exhibitions/3580,Ger van Elk,Dutch,1941,,Male,moma.org/artists/6079
Rooms,1976,moma.org/calendar/exhibitions/3580,Walker Evans,American,1903,1975,Male,moma.org/artists/1777
Rooms,1976,moma.org/calendar/exhibitions/3580,Dan Flavin,American,1933,1996,Male,moma.org/artists/1911
Rooms,1976,moma.org/calendar/exhibitions/3580,Lee Friedlander,American,1934,,Male,moma.org/artists/2002
Rooms,1976,moma.org/calendar/exhibitions/3580,Ralph Gibson,American,1939,,Male,moma.org/artists/2146
Rooms,1976,moma.org/calendar/exhibitions/3580,Emmet Gowin,American,1941,,Male,moma.org/artists/2273
Rooms,1976,moma.org/calendar/exhibitions/3580,Robert Graham,American,1938,2008,Male,moma.org/artists/2287
Rooms,1976,moma.org/calendar/exhibitions/3580,Red Grooms,American,1937,,Male,moma.org/artists/2357
Rooms,1976,moma.org/calendar/exhibitions/3580,David Hockney,British,1937,,Male,moma.org/artists/2678
Rooms,1976,moma.org/calendar/exhibitions/3580,Donald Judd,American,1928,1994,Male,moma.org/artists/2948
Rooms,1976,moma.org/calendar/exhibitions/3580,Alex Katz,American,1927,,Male,moma.org/artists/3016
Rooms,1976,moma.org/calendar/exhibitions/3580,Les Krims,American,,,,moma.org/artists/3253
Rooms,1976,moma.org/calendar/exhibitions/3580,Stephanie Brody Lederman,American,1939,,Female,moma.org/artists/6822
Rooms,1976,moma.org/calendar/exhibitions/3580,Roy Lichtenstein,American,1923,1997,Male,moma.org/artists/3542
Rooms,1976,moma.org/calendar/exhibitions/3580,Henri Matisse,French,1869,1954,Male,moma.org/artists/3832
Rooms,1976,moma.org/calendar/exhibitions/3580,Duane Michals,American,1932,,Male,moma.org/artists/3962
Rooms,1976,moma.org/calendar/exhibitions/3580,Robert Morris,American,1931,,Male,moma.org/artists/4108
Rooms,1976,moma.org/calendar/exhibitions/3580,Fairfield Porter,American,1907,1975,Male,moma.org/artists/4701
Rooms,1976,moma.org/calendar/exhibitions/3580,Ken Price,American,1935,2012,Male,moma.org/artists/4734
Rooms,1976,moma.org/calendar/exhibitions/3580,Leland Rice,American,1940,,Male,moma.org/artists/4899
Rooms,1976,moma.org/calendar/exhibitions/3580,James Rosenquist,American,1933,,Male,moma.org/artists/5021
Rooms,1976,moma.org/calendar/exhibitions/3580,Deidi van Schaewen,,,,,
Rooms,1976,moma.org/calendar/exhibitions/3580,Stephen Shore,American,1947,,Male,moma.org/artists/5409
Rooms,1976,moma.org/calendar/exhibitions/3580,Neal Slavin,,,,,moma.org/artists/62640
Rooms,1976,moma.org/calendar/exhibitions/3580,George A. Tice,American,1938,,Male,moma.org/artists/5873
Rooms,1976,moma.org/calendar/exhibitions/3580,Jerry Uelsmann,American,1934,,Male,moma.org/artists/6001
Projects: Peter Campus,1976,moma.org/calendar/exhibitions/2446,Peter Campus,American,1937,,Male,moma.org/artists/944
European Master Paintings from Swiss Collections: Post-Impressionism to World War II,1976,moma.org/calendar/exhibitions/2445,Cuno Amiet,Swiss,1868,1961,Male,moma.org/artists/149
European Master Paintings from Swiss Collections: Post-Impressionism to World War II,1976,moma.org/calendar/exhibitions/2445,Jean (Hans) Arp,French,1886,1966,Male,moma.org/artists/11
European Master Paintings from Swiss Collections: Post-Impressionism to World War II,1976,moma.org/calendar/exhibitions/2445,Umberto Boccioni,Italian,1882,1916,Male,moma.org/artists/624
European Master Paintings from Swiss Collections: Post-Impressionism to World War II,1976,moma.org/calendar/exhibitions/2445,Pierre Bonnard,French,1867,1947,Male,moma.org/artists/665
European Master Paintings from Swiss Collections: Post-Impressionism to World War II,1976,moma.org/calendar/exhibitions/2445,Georges Braque,French,1882,1963,Male,moma.org/artists/744
European Master Paintings from Swiss Collections: Post-Impressionism to World War II,1976,moma.org/calendar/exhibitions/2445,Paul Cézanne,French,1839,1906,Male,moma.org/artists/1053
European Master Paintings from Swiss Collections: Post-Impressionism to World War II,1976,moma.org/calendar/exhibitions/2445,Marc Chagall,French,1887,1985,Male,moma.org/artists/1055
European Master Paintings from Swiss Collections: Post-Impressionism to World War II,1976,moma.org/calendar/exhibitions/2445,Hilaire-Germain-Edgar Degas,French,1834,1917,Male,moma.org/artists/1465
European Master Paintings from Swiss Collections: Post-Impressionism to World War II,1976,moma.org/calendar/exhibitions/2445,Robert Delaunay,French,1885,1941,Male,moma.org/artists/1479
European Master Paintings from Swiss Collections: Post-Impressionism to World War II,1976,moma.org/calendar/exhibitions/2445,Jean Dubuffet,French,1901,1985,Male,moma.org/artists/1633
European Master Paintings from Swiss Collections: Post-Impressionism to World War II,1976,moma.org/calendar/exhibitions/2445,Paul Gauguin,French,1848,1903,Male,moma.org/artists/2098
European Master Paintings from Swiss Collections: Post-Impressionism to World War II,1976,moma.org/calendar/exhibitions/2445,Alberto Giacometti,Swiss,1901,1966,Male,moma.org/artists/2141
European Master Paintings from Swiss Collections: Post-Impressionism to World War II,1976,moma.org/calendar/exhibitions/2445,Vincent van Gogh,Dutch,1853,1890,Male,moma.org/artists/2206
European Master Paintings from Swiss Collections: Post-Impressionism to World War II,1976,moma.org/calendar/exhibitions/2445,Juan Gris,Spanish,1887,1927,Male,moma.org/artists/2349
European Master Paintings from Swiss Collections: Post-Impressionism to World War II,1976,moma.org/calendar/exhibitions/2445,Ferdinand Hodler,Swiss,1853,1918,Male,moma.org/artists/2681
European Master Paintings from Swiss Collections: Post-Impressionism to World War II,1976,moma.org/calendar/exhibitions/2445,Vasily Kandinsky,French,1866,1944,Male,moma.org/artists/2981
European Master Paintings from Swiss Collections: Post-Impressionism to World War II,1976,moma.org/calendar/exhibitions/2445,Paul Klee,German,1879,1940,Male,moma.org/artists/3130
European Master Paintings from Swiss Collections: Post-Impressionism to World War II,1976,moma.org/calendar/exhibitions/2445,Gustav Klimt,Austrian,1862,1918,Male,moma.org/artists/3147
European Master Paintings from Swiss Collections: Post-Impressionism to World War II,1976,moma.org/calendar/exhibitions/2445,Oskar Kokoschka,Austrian,1886,1980,Male,moma.org/artists/3197
European Master Paintings from Swiss Collections: Post-Impressionism to World War II,1976,moma.org/calendar/exhibitions/2445,Le Corbusier (Charles-Édouard Jeanneret),French,1887,1965,Male,moma.org/artists/3426
European Master Paintings from Swiss Collections: Post-Impressionism to World War II,1976,moma.org/calendar/exhibitions/2445,Fernand Léger,French,1881,1955,Male,moma.org/artists/6624
European Master Paintings from Swiss Collections: Post-Impressionism to World War II,1976,moma.org/calendar/exhibitions/2445,Henri Matisse,French,1869,1954,Male,moma.org/artists/3832
European Master Paintings from Swiss Collections: Post-Impressionism to World War II,1976,moma.org/calendar/exhibitions/2445,Joan Miró,Spanish,1893,1983,Male,moma.org/artists/4016
European Master Paintings from Swiss Collections: Post-Impressionism to World War II,1976,moma.org/calendar/exhibitions/2445,Amedeo Modigliani,Italian,1884,1920,Male,moma.org/artists/4038
European Master Paintings from Swiss Collections: Post-Impressionism to World War II,1976,moma.org/calendar/exhibitions/2445,Piet Mondrian,Dutch,1872,1944,Male,moma.org/artists/4057
European Master Paintings from Swiss Collections: Post-Impressionism to World War II,1976,moma.org/calendar/exhibitions/2445,Claude Monet,French,1840,1926,Male,moma.org/artists/4058
European Master Paintings from Swiss Collections: Post-Impressionism to World War II,1976,moma.org/calendar/exhibitions/2445,Edvard Munch,Norwegian,1863,1944,Male,moma.org/artists/4164
European Master Paintings from Swiss Collections: Post-Impressionism to World War II,1976,moma.org/calendar/exhibitions/2445,Pablo Picasso,Spanish,1881,1973,Male,moma.org/artists/4609
European Master Paintings from Swiss Collections: Post-Impressionism to World War II,1976,moma.org/calendar/exhibitions/2445,Odilon Redon,French,1840,1916,Male,moma.org/artists/4840
European Master Paintings from Swiss Collections: Post-Impressionism to World War II,1976,moma.org/calendar/exhibitions/2445,Georges Rouault,French,1871,1958,Male,moma.org/artists/5053
European Master Paintings from Swiss Collections: Post-Impressionism to World War II,1976,moma.org/calendar/exhibitions/2445,Henri Rousseau,French,1844,1910,Male,moma.org/artists/5056
European Master Paintings from Swiss Collections: Post-Impressionism to World War II,1976,moma.org/calendar/exhibitions/2445,Chaim Soutine,French,1893,1943,Male,moma.org/artists/5543
European Master Paintings from Swiss Collections: Post-Impressionism to World War II,1976,moma.org/calendar/exhibitions/2445,Sophie Taeuber-Arp,Swiss,1889,1943,Female,moma.org/artists/5777
European Master Paintings from Swiss Collections: Post-Impressionism to World War II,1976,moma.org/calendar/exhibitions/2445,Félix Vallotton,French,1865,1925,Male,moma.org/artists/6064
European Master Paintings from Swiss Collections: Post-Impressionism to World War II,1976,moma.org/calendar/exhibitions/2445,Édouard Vuillard,French,1868,1940,Male,moma.org/artists/6194
Tina Modotti,1977,moma.org/calendar/exhibitions/1977,Richard Benson,,,,Male,moma.org/artists/17816
Tina Modotti,1977,moma.org/calendar/exhibitions/1977,Tina Modotti,Italian,1896,1942,Female,moma.org/artists/4039
Posters by Painters,1977,moma.org/calendar/exhibitions/1807,David Aronson,American,1923,,Male,moma.org/artists/9
Posters by Painters,1977,moma.org/calendar/exhibitions/1807,Georges Braque,French,1882,1963,Male,moma.org/artists/744
Posters by Painters,1977,moma.org/calendar/exhibitions/1807,Alexander Calder,American,1898,1976,Male,moma.org/artists/922
Posters by Painters,1977,moma.org/calendar/exhibitions/1807,Jean Cocteau,French,1889,1963,Male,moma.org/artists/1168
Posters by Painters,1977,moma.org/calendar/exhibitions/1807,Jim Dine,American,1935,,Male,moma.org/artists/1547
Posters by Painters,1977,moma.org/calendar/exhibitions/1807,Jean Dubuffet,French,1901,1985,Male,moma.org/artists/1633
Posters by Painters,1977,moma.org/calendar/exhibitions/1807,Robert Indiana,American,1928,,Male,moma.org/artists/2812
Posters by Painters,1977,moma.org/calendar/exhibitions/1807,Jack Levine,American,1915,2010,Male,moma.org/artists/3513
Posters by Painters,1977,moma.org/calendar/exhibitions/1807,Roy Lichtenstein,American,1923,1997,Male,moma.org/artists/3542
Posters by Painters,1977,moma.org/calendar/exhibitions/1807,Richard Lindner,American,1901,1978,Male,moma.org/artists/3559
Posters by Painters,1977,moma.org/calendar/exhibitions/1807,Henri Matisse,French,1869,1954,Male,moma.org/artists/3832
Posters by Painters,1977,moma.org/calendar/exhibitions/1807,Joan Miró,Spanish,1893,1983,Male,moma.org/artists/4016
Posters by Painters,1977,moma.org/calendar/exhibitions/1807,Robert Motherwell,American,1915,1991,Male,moma.org/artists/4126
Posters by Painters,1977,moma.org/calendar/exhibitions/1807,Marcello Nizzoli,Italian,1887,1969,Male,moma.org/artists/4316
